STARTING FOR DT 80
WARNING: Your kernel does not support swap limit capabilities or the cgroup is not mounted. Memory limited without swap.
In-memory storage of 3-sequences enabled
Initializing the 2 object cache
Initializing the 3 object cache
06:30:08> ACT CON 3:       0 | ACT CON 5:       0 | FULL SEQ:       0 / 1860480 | MIN DV:      inf | REM: 1057.60 [MIN]
05:30:40> ACT CON 3:    6840 | ACT CON 5:  299651 | FULL SEQ: 1424968 / 1860480 | MIN DV:  23724.0 | REM: 321.99 [MIN]
05:30:51> ACT CON 3:    6840 | ACT CON 5:  299702 | FULL SEQ: 1425318 / 1860480 | MIN DV:  23724.0 | REM: 321.70 [MIN]
05:31:02> ACT CON 3:    6840 | ACT CON 5:  299761 | FULL SEQ: 1425569 / 1860480 | MIN DV:  23724.0 | REM: 321.52 [MIN]
05:31:13> ACT CON 3:    6840 | ACT CON 5:  299811 | FULL SEQ: 1425817 / 1860480 | MIN DV:  23724.0 | REM: 321.34 [MIN]
05:31:25> ACT CON 3:    6840 | ACT CON 5:  299868 | FULL SEQ: 1426167 / 1860480 | MIN DV:  23724.0 | REM: 321.06 [MIN]
05:31:35> ACT CON 3:    6840 | ACT CON 5:  299920 | FULL SEQ: 1426417 / 1860480 | MIN DV:  23724.0 | REM: 320.87 [MIN]
05:31:48> ACT CON 3:    6840 | ACT CON 5:  299981 | FULL SEQ: 1426667 / 1860480 | MIN DV:  23724.0 | REM: 320.69 [MIN]
05:31:59> ACT CON 3:    6840 | ACT CON 5:  300032 | FULL SEQ: 1426917 / 1860480 | MIN DV:  23724.0 | REM: 320.51 [MIN]
05:32:09> ACT CON 3:    6840 | ACT CON 5:  300083 | FULL SEQ: 1427168 / 1860480 | MIN DV:  23724.0 | REM: 320.32 [MIN]
05:32:20> ACT CON 3:    6840 | ACT CON 5:  300138 | FULL SEQ: 1427468 / 1860480 | MIN DV:  23724.0 | REM: 320.08 [MIN]
05:32:31> ACT CON 3:    6840 | ACT CON 5:  300188 | FULL SEQ: 1427766 / 1860480 | MIN DV:  23724.0 | REM: 319.85 [MIN]
05:32:43> ACT CON 3:    6840 | ACT CON 5:  300247 | FULL SEQ: 1428117 / 1860480 | MIN DV:  23724.0 | REM: 319.57 [MIN]
05:32:55> ACT CON 3:    6840 | ACT CON 5:  300306 | FULL SEQ: 1428470 / 1860480 | MIN DV:  23724.0 | REM: 319.29 [MIN]
05:33:05> ACT CON 3:    6840 | ACT CON 5:  300356 | FULL SEQ: 1428817 / 1860480 | MIN DV:  23724.0 | REM: 319.01 [MIN]
05:33:16> ACT CON 3:    6840 | ACT CON 5:  300407 | FULL SEQ: 1429017 / 1860480 | MIN DV:  23724.0 | REM: 318.87 [MIN]
05:33:27> ACT CON 3:    6840 | ACT CON 5:  300461 | FULL SEQ: 1429267 / 1860480 | MIN DV:  23724.0 | REM: 318.69 [MIN]
05:33:37> ACT CON 3:    6840 | ACT CON 5:  300508 | FULL SEQ: 1429516 / 1860480 | MIN DV:  23724.0 | REM: 318.50 [MIN]
05:33:48> ACT CON 3:    6840 | ACT CON 5:  300563 | FULL SEQ: 1429817 / 1860480 | MIN DV:  23724.0 | REM: 318.26 [MIN]
05:33:58> ACT CON 3:    6840 | ACT CON 5:  300615 | FULL SEQ: 1430117 / 1860480 | MIN DV:  23724.0 | REM: 318.03 [MIN]
05:34:09> ACT CON 3:    6840 | ACT CON 5:  300668 | FULL SEQ: 1430369 / 1860480 | MIN DV:  23724.0 | REM: 317.84 [MIN]
05:34:20> ACT CON 3:    6840 | ACT CON 5:  300723 | FULL SEQ: 1430616 / 1860480 | MIN DV:  23724.0 | REM: 317.66 [MIN]
05:34:31> ACT CON 3:    6840 | ACT CON 5:  300775 | FULL SEQ: 1430916 / 1860480 | MIN DV:  23724.0 | REM: 317.43 [MIN]
05:34:43> ACT CON 3:    6840 | ACT CON 5:  300834 | FULL SEQ: 1431270 / 1860480 | MIN DV:  23724.0 | REM: 317.14 [MIN]
05:34:53> ACT CON 3:    6840 | ACT CON 5:  300880 | FULL SEQ: 1431518 / 1860480 | MIN DV:  23724.0 | REM: 316.96 [MIN]
05:35:04> ACT CON 3:    6840 | ACT CON 5:  300939 | FULL SEQ: 1431867 / 1860480 | MIN DV:  23724.0 | REM: 316.68 [MIN]
05:35:15> ACT CON 3:    6840 | ACT CON 5:  300992 | FULL SEQ: 1432223 / 1860480 | MIN DV:  23724.0 | REM: 316.39 [MIN]
05:35:26> ACT CON 3:    6840 | ACT CON 5:  301045 | FULL SEQ: 1432519 / 1860480 | MIN DV:  23724.0 | REM: 316.16 [MIN]
05:35:37> ACT CON 3:    6840 | ACT CON 5:  301102 | FULL SEQ: 1432818 / 1860480 | MIN DV:  23724.0 | REM: 315.93 [MIN]
05:35:48> ACT CON 3:    6840 | ACT CON 5:  301151 | FULL SEQ: 1433069 / 1860480 | MIN DV:  23724.0 | REM: 315.74 [MIN]
05:35:59> ACT CON 3:    6840 | ACT CON 5:  301204 | FULL SEQ: 1433368 / 1860480 | MIN DV:  23724.0 | REM: 315.51 [MIN]
05:36:10> ACT CON 3:    6840 | ACT CON 5:  301260 | FULL SEQ: 1433716 / 1860480 | MIN DV:  23724.0 | REM: 315.23 [MIN]
05:36:21> ACT CON 3:    6840 | ACT CON 5:  301315 | FULL SEQ: 1433971 / 1860480 | MIN DV:  23724.0 | REM: 315.04 [MIN]
05:36:33> ACT CON 3:    6840 | ACT CON 5:  301370 | FULL SEQ: 1434267 / 1860480 | MIN DV:  23724.0 | REM: 314.82 [MIN]
05:36:45> ACT CON 3:    6840 | ACT CON 5:  301428 | FULL SEQ: 1434617 / 1860480 | MIN DV:  23724.0 | REM: 314.54 [MIN]
05:36:56> ACT CON 3:    6840 | ACT CON 5:  301482 | FULL SEQ: 1434968 / 1860480 | MIN DV:  23724.0 | REM: 314.26 [MIN]
05:37:07> ACT CON 3:    6840 | ACT CON 5:  301537 | FULL SEQ: 1435267 / 1860480 | MIN DV:  23724.0 | REM: 314.03 [MIN]
05:37:18> ACT CON 3:    6840 | ACT CON 5:  301593 | FULL SEQ: 1435519 / 1860480 | MIN DV:  23724.0 | REM: 313.84 [MIN]
05:37:30> ACT CON 3:    6840 | ACT CON 5:  301647 | FULL SEQ: 1435819 / 1860480 | MIN DV:  23724.0 | REM: 313.61 [MIN]
05:37:41> ACT CON 3:    6840 | ACT CON 5:  301701 | FULL SEQ: 1436118 / 1860480 | MIN DV:  23724.0 | REM: 313.38 [MIN]
05:37:52> ACT CON 3:    6840 | ACT CON 5:  301751 | FULL SEQ: 1436367 / 1860480 | MIN DV:  23724.0 | REM: 313.20 [MIN]
05:38:04> ACT CON 3:    6840 | ACT CON 5:  301810 | FULL SEQ: 1436668 / 1860480 | MIN DV:  23724.0 | REM: 312.97 [MIN]
05:38:14> ACT CON 3:    6840 | ACT CON 5:  301858 | FULL SEQ: 1436920 / 1860480 | MIN DV:  23724.0 | REM: 312.77 [MIN]
05:38:24> ACT CON 3:    6840 | ACT CON 5:  301911 | FULL SEQ: 1437168 / 1860480 | MIN DV:  23724.0 | REM: 312.59 [MIN]
05:38:35> ACT CON 3:    6840 | ACT CON 5:  301963 | FULL SEQ: 1437418 / 1860480 | MIN DV:  23724.0 | REM: 312.41 [MIN]
05:38:47> ACT CON 3:    6840 | ACT CON 5:  302019 | FULL SEQ: 1437667 / 1860480 | MIN DV:  23724.0 | REM: 312.22 [MIN]
05:38:58> ACT CON 3:    6840 | ACT CON 5:  302071 | FULL SEQ: 1437971 / 1860480 | MIN DV:  23724.0 | REM: 311.99 [MIN]
05:39:08> ACT CON 3:    6840 | ACT CON 5:  302122 | FULL SEQ: 1438271 / 1860480 | MIN DV:  23724.0 | REM: 311.75 [MIN]
05:39:20> ACT CON 3:    6840 | ACT CON 5:  302178 | FULL SEQ: 1438518 / 1860480 | MIN DV:  23724.0 | REM: 311.57 [MIN]
05:39:31> ACT CON 3:    6840 | ACT CON 5:  302231 | FULL SEQ: 1438768 / 1860480 | MIN DV:  23724.0 | REM: 311.39 [MIN]
05:39:42> ACT CON 3:    6840 | ACT CON 5:  302286 | FULL SEQ: 1439066 / 1860480 | MIN DV:  23724.0 | REM: 311.16 [MIN]
05:39:53> ACT CON 3:    6840 | ACT CON 5:  302336 | FULL SEQ: 1439322 / 1860480 | MIN DV:  23724.0 | REM: 310.97 [MIN]
05:40:03> ACT CON 3:    6840 | ACT CON 5:  302387 | FULL SEQ: 1439616 / 1860480 | MIN DV:  23724.0 | REM: 310.74 [MIN]
05:40:14> ACT CON 3:    6840 | ACT CON 5:  302437 | FULL SEQ: 1439868 / 1860480 | MIN DV:  23724.0 | REM: 310.55 [MIN]
05:40:24> ACT CON 3:    6840 | ACT CON 5:  302488 | FULL SEQ: 1440116 / 1860480 | MIN DV:  23724.0 | REM: 310.36 [MIN]
05:40:34> ACT CON 3:    6840 | ACT CON 5:  302535 | FULL SEQ: 1440369 / 1860480 | MIN DV:  23724.0 | REM: 310.17 [MIN]
05:40:47> ACT CON 3:    6840 | ACT CON 5:  302595 | FULL SEQ: 1440666 / 1860480 | MIN DV:  23724.0 | REM: 309.95 [MIN]
05:40:58> ACT CON 3:    6840 | ACT CON 5:  302653 | FULL SEQ: 1440916 / 1860480 | MIN DV:  23724.0 | REM: 309.76 [MIN]
05:41:10> ACT CON 3:    6840 | ACT CON 5:  302708 | FULL SEQ: 1441218 / 1860480 | MIN DV:  23724.0 | REM: 309.53 [MIN]
05:41:22> ACT CON 3:    6840 | ACT CON 5:  302770 | FULL SEQ: 1441568 / 1860480 | MIN DV:  23724.0 | REM: 309.26 [MIN]
05:41:32> ACT CON 3:    6840 | ACT CON 5:  302819 | FULL SEQ: 1441868 / 1860480 | MIN DV:  23724.0 | REM: 309.02 [MIN]
05:41:43> ACT CON 3:    6840 | ACT CON 5:  302869 | FULL SEQ: 1442217 / 1860480 | MIN DV:  23724.0 | REM: 308.74 [MIN]
05:41:55> ACT CON 3:    6840 | ACT CON 5:  302927 | FULL SEQ: 1442520 / 1860480 | MIN DV:  23724.0 | REM: 308.51 [MIN]
05:42:06> ACT CON 3:    6840 | ACT CON 5:  302980 | FULL SEQ: 1442768 / 1860480 | MIN DV:  23724.0 | REM: 308.33 [MIN]
05:42:16> ACT CON 3:    6840 | ACT CON 5:  303032 | FULL SEQ: 1443017 / 1860480 | MIN DV:  23724.0 | REM: 308.14 [MIN]
05:42:26> ACT CON 3:    6840 | ACT CON 5:  303081 | FULL SEQ: 1443268 / 1860480 | MIN DV:  23724.0 | REM: 307.95 [MIN]
05:42:38> ACT CON 3:    6840 | ACT CON 5:  303136 | FULL SEQ: 1443516 / 1860480 | MIN DV:  23724.0 | REM: 307.77 [MIN]
05:42:49> ACT CON 3:    6840 | ACT CON 5:  303191 | FULL SEQ: 1443868 / 1860480 | MIN DV:  23724.0 | REM: 307.49 [MIN]
05:43:02> ACT CON 3:    6840 | ACT CON 5:  303250 | FULL SEQ: 1444166 / 1860480 | MIN DV:  23724.0 | REM: 307.27 [MIN]
05:43:12> ACT CON 3:    6840 | ACT CON 5:  303300 | FULL SEQ: 1444367 / 1860480 | MIN DV:  23724.0 | REM: 307.12 [MIN]
05:43:24> ACT CON 3:    6840 | ACT CON 5:  303357 | FULL SEQ: 1444666 / 1860480 | MIN DV:  23724.0 | REM: 306.90 [MIN]
05:43:34> ACT CON 3:    6840 | ACT CON 5:  303410 | FULL SEQ: 1444917 / 1860480 | MIN DV:  23724.0 | REM: 306.71 [MIN]
05:43:46> ACT CON 3:    6840 | ACT CON 5:  303468 | FULL SEQ: 1445266 / 1860480 | MIN DV:  23724.0 | REM: 306.43 [MIN]
05:43:57> ACT CON 3:    6840 | ACT CON 5:  303523 | FULL SEQ: 1445622 / 1860480 | MIN DV:  23724.0 | REM: 306.15 [MIN]
05:44:08> ACT CON 3:    6840 | ACT CON 5:  303574 | FULL SEQ: 1445867 / 1860480 | MIN DV:  23724.0 | REM: 305.97 [MIN]
05:44:20> ACT CON 3:    6840 | ACT CON 5:  303632 | FULL SEQ: 1446216 / 1860480 | MIN DV:  23724.0 | REM: 305.69 [MIN]
05:44:31> ACT CON 3:    6840 | ACT CON 5:  303686 | FULL SEQ: 1446467 / 1860480 | MIN DV:  23724.0 | REM: 305.51 [MIN]
05:44:42> ACT CON 3:    6840 | ACT CON 5:  303740 | FULL SEQ: 1446767 / 1860480 | MIN DV:  23724.0 | REM: 305.28 [MIN]
05:44:54> ACT CON 3:    6840 | ACT CON 5:  303797 | FULL SEQ: 1447067 / 1860480 | MIN DV:  23724.0 | REM: 305.05 [MIN]
05:45:05> ACT CON 3:    6840 | ACT CON 5:  303849 | FULL SEQ: 1447368 / 1860480 | MIN DV:  23724.0 | REM: 304.81 [MIN]
05:45:16> ACT CON 3:    6840 | ACT CON 5:  303906 | FULL SEQ: 1447673 / 1860480 | MIN DV:  23724.0 | REM: 304.58 [MIN]
05:45:29> ACT CON 3:    6840 | ACT CON 5:  303967 | FULL SEQ: 1447968 / 1860480 | MIN DV:  23724.0 | REM: 304.36 [MIN]
05:45:40> ACT CON 3:    6840 | ACT CON 5:  304020 | FULL SEQ: 1448316 / 1860480 | MIN DV:  23724.0 | REM: 304.08 [MIN]
05:45:51> ACT CON 3:    6840 | ACT CON 5:  304073 | FULL SEQ: 1448616 / 1860480 | MIN DV:  23724.0 | REM: 303.85 [MIN]
05:46:02> ACT CON 3:    6840 | ACT CON 5:  304128 | FULL SEQ: 1448918 / 1860480 | MIN DV:  23724.0 | REM: 303.62 [MIN]
05:46:13> ACT CON 3:    6840 | ACT CON 5:  304177 | FULL SEQ: 1449169 / 1860480 | MIN DV:  23724.0 | REM: 303.43 [MIN]
05:46:24> ACT CON 3:    6840 | ACT CON 5:  304231 | FULL SEQ: 1449418 / 1860480 | MIN DV:  23724.0 | REM: 303.25 [MIN]
05:46:36> ACT CON 3:    6840 | ACT CON 5:  304290 | FULL SEQ: 1449769 / 1860480 | MIN DV:  23724.0 | REM: 302.97 [MIN]
05:46:48> ACT CON 3:    6840 | ACT CON 5:  304349 | FULL SEQ: 1450069 / 1860480 | MIN DV:  23724.0 | REM: 302.74 [MIN]
05:46:58> ACT CON 3:    6840 | ACT CON 5:  304399 | FULL SEQ: 1450366 / 1860480 | MIN DV:  23724.0 | REM: 302.51 [MIN]
05:47:11> ACT CON 3:    6840 | ACT CON 5:  304459 | FULL SEQ: 1450666 / 1860480 | MIN DV:  23724.0 | REM: 302.29 [MIN]
05:47:21> ACT CON 3:    6840 | ACT CON 5:  304511 | FULL SEQ: 1450966 / 1860480 | MIN DV:  23724.0 | REM: 302.05 [MIN]
05:47:32> ACT CON 3:    6840 | ACT CON 5:  304563 | FULL SEQ: 1451266 / 1860480 | MIN DV:  23724.0 | REM: 301.82 [MIN]
05:47:43> ACT CON 3:    6840 | ACT CON 5:  304618 | FULL SEQ: 1451568 / 1860480 | MIN DV:  23724.0 | REM: 301.59 [MIN]
05:47:54> ACT CON 3:    6840 | ACT CON 5:  304670 | FULL SEQ: 1451867 / 1860480 | MIN DV:  23724.0 | REM: 301.35 [MIN]
05:48:05> ACT CON 3:    6840 | ACT CON 5:  304724 | FULL SEQ: 1452167 / 1860480 | MIN DV:  23724.0 | REM: 301.12 [MIN]
05:48:16> ACT CON 3:    6840 | ACT CON 5:  304776 | FULL SEQ: 1452417 / 1860480 | MIN DV:  23724.0 | REM: 300.94 [MIN]
05:48:26> ACT CON 3:    6840 | ACT CON 5:  304828 | FULL SEQ: 1452716 / 1860480 | MIN DV:  23724.0 | REM: 300.70 [MIN]
05:48:37> ACT CON 3:    6840 | ACT CON 5:  304879 | FULL SEQ: 1453117 / 1860480 | MIN DV:  23724.0 | REM: 300.37 [MIN]
05:48:48> ACT CON 3:    6840 | ACT CON 5:  304933 | FULL SEQ: 1453421 / 1860480 | MIN DV:  23724.0 | REM: 300.14 [MIN]
05:49:00> ACT CON 3:    6840 | ACT CON 5:  304989 | FULL SEQ: 1453719 / 1860480 | MIN DV:  23724.0 | REM: 299.91 [MIN]
05:49:11> ACT CON 3:    6840 | ACT CON 5:  305044 | FULL SEQ: 1454116 / 1860480 | MIN DV:  23724.0 | REM: 299.59 [MIN]
05:49:24> ACT CON 3:    6840 | ACT CON 5:  305105 | FULL SEQ: 1454416 / 1860480 | MIN DV:  23724.0 | REM: 299.37 [MIN]
05:49:36> ACT CON 3:    6840 | ACT CON 5:  305167 | FULL SEQ: 1454722 / 1860480 | MIN DV:  23724.0 | REM: 299.13 [MIN]
05:49:47> ACT CON 3:    6840 | ACT CON 5:  305218 | FULL SEQ: 1455016 / 1860480 | MIN DV:  23724.0 | REM: 298.91 [MIN]
05:49:58> ACT CON 3:    6840 | ACT CON 5:  305268 | FULL SEQ: 1455267 / 1860480 | MIN DV:  23724.0 | REM: 298.72 [MIN]
05:50:08> ACT CON 3:    6840 | ACT CON 5:  305320 | FULL SEQ: 1455517 / 1860480 | MIN DV:  23724.0 | REM: 298.53 [MIN]
05:50:19> ACT CON 3:    6840 | ACT CON 5:  305374 | FULL SEQ: 1455718 / 1860480 | MIN DV:  23724.0 | REM: 298.40 [MIN]
05:50:31> ACT CON 3:    6840 | ACT CON 5:  305431 | FULL SEQ: 1456067 / 1860480 | MIN DV:  23724.0 | REM: 298.12 [MIN]
05:50:42> ACT CON 3:    6840 | ACT CON 5:  305482 | FULL SEQ: 1456367 / 1860480 | MIN DV:  23724.0 | REM: 297.89 [MIN]
05:50:53> ACT CON 3:    6840 | ACT CON 5:  305538 | FULL SEQ: 1456666 / 1860480 | MIN DV:  23724.0 | REM: 297.66 [MIN]
05:51:05> ACT CON 3:    6840 | ACT CON 5:  305592 | FULL SEQ: 1456917 / 1860480 | MIN DV:  23724.0 | REM: 297.48 [MIN]
05:51:16> ACT CON 3:    6840 | ACT CON 5:  305644 | FULL SEQ: 1457217 / 1860480 | MIN DV:  23724.0 | REM: 297.25 [MIN]
05:51:27> ACT CON 3:    6840 | ACT CON 5:  305699 | FULL SEQ: 1457517 / 1860480 | MIN DV:  23724.0 | REM: 297.01 [MIN]
05:51:38> ACT CON 3:    6840 | ACT CON 5:  305753 | FULL SEQ: 1457867 / 1860480 | MIN DV:  23724.0 | REM: 296.74 [MIN]
05:51:48> ACT CON 3:    6840 | ACT CON 5:  305805 | FULL SEQ: 1458167 / 1860480 | MIN DV:  23724.0 | REM: 296.50 [MIN]
05:52:00> ACT CON 3:    6840 | ACT CON 5:  305862 | FULL SEQ: 1458469 / 1860480 | MIN DV:  23724.0 | REM: 296.27 [MIN]
05:52:12> ACT CON 3:    6840 | ACT CON 5:  305921 | FULL SEQ: 1458817 / 1860480 | MIN DV:  23724.0 | REM: 296.00 [MIN]
05:52:22> ACT CON 3:    6840 | ACT CON 5:  305973 | FULL SEQ: 1459120 / 1860480 | MIN DV:  23724.0 | REM: 295.76 [MIN]
05:52:33> ACT CON 3:    6840 | ACT CON 5:  306025 | FULL SEQ: 1459367 / 1860480 | MIN DV:  23724.0 | REM: 295.58 [MIN]
05:52:45> ACT CON 3:    6840 | ACT CON 5:  306078 | FULL SEQ: 1459666 / 1860480 | MIN DV:  23724.0 | REM: 295.35 [MIN]
05:52:56> ACT CON 3:    6840 | ACT CON 5:  306137 | FULL SEQ: 1459968 / 1860480 | MIN DV:  23724.0 | REM: 295.12 [MIN]
05:53:08> ACT CON 3:    6840 | ACT CON 5:  306196 | FULL SEQ: 1460267 / 1860480 | MIN DV:  23724.0 | REM: 294.90 [MIN]
05:53:20> ACT CON 3:    6840 | ACT CON 5:  306253 | FULL SEQ: 1460667 / 1860480 | MIN DV:  23724.0 | REM: 294.57 [MIN]
05:53:30> ACT CON 3:    6840 | ACT CON 5:  306301 | FULL SEQ: 1460967 / 1860480 | MIN DV:  23724.0 | REM: 294.34 [MIN]
05:53:42> ACT CON 3:    6840 | ACT CON 5:  306360 | FULL SEQ: 1461270 / 1860480 | MIN DV:  23724.0 | REM: 294.11 [MIN]
05:53:53> ACT CON 3:    6840 | ACT CON 5:  306412 | FULL SEQ: 1461517 / 1860480 | MIN DV:  23724.0 | REM: 293.93 [MIN]
05:54:04> ACT CON 3:    6840 | ACT CON 5:  306464 | FULL SEQ: 1461816 / 1860480 | MIN DV:  23724.0 | REM: 293.70 [MIN]
05:54:15> ACT CON 3:    6840 | ACT CON 5:  306516 | FULL SEQ: 1462119 / 1860480 | MIN DV:  23724.0 | REM: 293.46 [MIN]
05:54:27> ACT CON 3:    6840 | ACT CON 5:  306578 | FULL SEQ: 1462367 / 1860480 | MIN DV:  23724.0 | REM: 293.28 [MIN]
05:54:38> ACT CON 3:    6840 | ACT CON 5:  306634 | FULL SEQ: 1462617 / 1860480 | MIN DV:  23724.0 | REM: 293.10 [MIN]
05:54:49> ACT CON 3:    6840 | ACT CON 5:  306684 | FULL SEQ: 1462868 / 1860480 | MIN DV:  23724.0 | REM: 292.91 [MIN]
05:55:00> ACT CON 3:    6840 | ACT CON 5:  306738 | FULL SEQ: 1463169 / 1860480 | MIN DV:  23724.0 | REM: 292.68 [MIN]
05:55:10> ACT CON 3:    6840 | ACT CON 5:  306789 | FULL SEQ: 1463419 / 1860480 | MIN DV:  23724.0 | REM: 292.50 [MIN]
05:55:22> ACT CON 3:    6840 | ACT CON 5:  306845 | FULL SEQ: 1463717 / 1860480 | MIN DV:  23724.0 | REM: 292.27 [MIN]
05:55:33> ACT CON 3:    6840 | ACT CON 5:  306898 | FULL SEQ: 1463967 / 1860480 | MIN DV:  23724.0 | REM: 292.08 [MIN]
05:55:44> ACT CON 3:    6840 | ACT CON 5:  306953 | FULL SEQ: 1464226 / 1860480 | MIN DV:  23724.0 | REM: 291.89 [MIN]
05:55:54> ACT CON 3:    6840 | ACT CON 5:  307003 | FULL SEQ: 1464518 / 1860480 | MIN DV:  23724.0 | REM: 291.66 [MIN]
05:56:04> ACT CON 3:    6840 | ACT CON 5:  307054 | FULL SEQ: 1464717 / 1860480 | MIN DV:  23724.0 | REM: 291.52 [MIN]
05:56:14> ACT CON 3:    6840 | ACT CON 5:  307102 | FULL SEQ: 1464969 / 1860480 | MIN DV:  23724.0 | REM: 291.33 [MIN]
05:56:27> ACT CON 3:    6840 | ACT CON 5:  307162 | FULL SEQ: 1465316 / 1860480 | MIN DV:  23724.0 | REM: 291.06 [MIN]
05:56:39> ACT CON 3:    6840 | ACT CON 5:  307218 | FULL SEQ: 1465571 / 1860480 | MIN DV:  23724.0 | REM: 290.88 [MIN]
05:56:49> ACT CON 3:    6840 | ACT CON 5:  307269 | FULL SEQ: 1465867 / 1860480 | MIN DV:  23724.0 | REM: 290.65 [MIN]
05:57:00> ACT CON 3:    6840 | ACT CON 5:  307322 | FULL SEQ: 1466117 / 1860480 | MIN DV:  23724.0 | REM: 290.47 [MIN]
05:57:11> ACT CON 3:    6840 | ACT CON 5:  307373 | FULL SEQ: 1466468 / 1860480 | MIN DV:  23724.0 | REM: 290.18 [MIN]
05:57:22> ACT CON 3:    6840 | ACT CON 5:  307426 | FULL SEQ: 1466768 / 1860480 | MIN DV:  23724.0 | REM: 289.95 [MIN]
05:57:32> ACT CON 3:    6840 | ACT CON 5:  307478 | FULL SEQ: 1467068 / 1860480 | MIN DV:  23724.0 | REM: 289.72 [MIN]
05:57:44> ACT CON 3:    6840 | ACT CON 5:  307528 | FULL SEQ: 1467366 / 1860480 | MIN DV:  23724.0 | REM: 289.49 [MIN]
05:57:54> ACT CON 3:    6840 | ACT CON 5:  307580 | FULL SEQ: 1467669 / 1860480 | MIN DV:  23724.0 | REM: 289.26 [MIN]
05:58:06> ACT CON 3:    6840 | ACT CON 5:  307641 | FULL SEQ: 1468017 / 1860480 | MIN DV:  23724.0 | REM: 288.99 [MIN]
05:58:18> ACT CON 3:    6840 | ACT CON 5:  307697 | FULL SEQ: 1468320 / 1860480 | MIN DV:  23724.0 | REM: 288.75 [MIN]
05:58:29> ACT CON 3:    6840 | ACT CON 5:  307749 | FULL SEQ: 1468566 / 1860480 | MIN DV:  23724.0 | REM: 288.57 [MIN]
05:58:40> ACT CON 3:    6840 | ACT CON 5:  307807 | FULL SEQ: 1468919 / 1860480 | MIN DV:  23724.0 | REM: 288.30 [MIN]
05:58:52> ACT CON 3:    6840 | ACT CON 5:  307862 | FULL SEQ: 1469216 / 1860480 | MIN DV:  23724.0 | REM: 288.07 [MIN]
05:59:03> ACT CON 3:    6840 | ACT CON 5:  307918 | FULL SEQ: 1469517 / 1860480 | MIN DV:  23724.0 | REM: 287.84 [MIN]
05:59:14> ACT CON 3:    6840 | ACT CON 5:  307973 | FULL SEQ: 1469819 / 1860480 | MIN DV:  23724.0 | REM: 287.61 [MIN]
05:59:24> ACT CON 3:    6840 | ACT CON 5:  308022 | FULL SEQ: 1470119 / 1860480 | MIN DV:  23724.0 | REM: 287.37 [MIN]
05:59:37> ACT CON 3:    6840 | ACT CON 5:  308081 | FULL SEQ: 1470466 / 1860480 | MIN DV:  23724.0 | REM: 287.11 [MIN]
05:59:48> ACT CON 3:    6840 | ACT CON 5:  308136 | FULL SEQ: 1470822 / 1860480 | MIN DV:  23724.0 | REM: 286.82 [MIN]
05:59:59> ACT CON 3:    6840 | ACT CON 5:  308186 | FULL SEQ: 1471120 / 1860480 | MIN DV:  23724.0 | REM: 286.59 [MIN]
06:00:10> ACT CON 3:    6840 | ACT CON 5:  308243 | FULL SEQ: 1471366 / 1860480 | MIN DV:  23724.0 | REM: 286.41 [MIN]
06:00:21> ACT CON 3:    6840 | ACT CON 5:  308294 | FULL SEQ: 1471566 / 1860480 | MIN DV:  23724.0 | REM: 286.28 [MIN]
06:00:33> ACT CON 3:    6840 | ACT CON 5:  308354 | FULL SEQ: 1471869 / 1860480 | MIN DV:  23724.0 | REM: 286.05 [MIN]
06:00:45> ACT CON 3:    6840 | ACT CON 5:  308410 | FULL SEQ: 1472116 / 1860480 | MIN DV:  23724.0 | REM: 285.87 [MIN]
06:00:56> ACT CON 3:    6840 | ACT CON 5:  308465 | FULL SEQ: 1472367 / 1860480 | MIN DV:  23724.0 | REM: 285.69 [MIN]
06:01:07> ACT CON 3:    6840 | ACT CON 5:  308515 | FULL SEQ: 1472566 / 1860480 | MIN DV:  23724.0 | REM: 285.55 [MIN]
06:01:19> ACT CON 3:    6840 | ACT CON 5:  308573 | FULL SEQ: 1472866 / 1860480 | MIN DV:  23724.0 | REM: 285.32 [MIN]
06:01:29> ACT CON 3:    6840 | ACT CON 5:  308625 | FULL SEQ: 1473168 / 1860480 | MIN DV:  23724.0 | REM: 285.08 [MIN]
06:01:39> ACT CON 3:    6840 | ACT CON 5:  308674 | FULL SEQ: 1473417 / 1860480 | MIN DV:  23724.0 | REM: 284.90 [MIN]
06:01:50> ACT CON 3:    6840 | ACT CON 5:  308730 | FULL SEQ: 1473719 / 1860480 | MIN DV:  23724.0 | REM: 284.67 [MIN]
06:02:02> ACT CON 3:    6840 | ACT CON 5:  308786 | FULL SEQ: 1474016 / 1860480 | MIN DV:  23724.0 | REM: 284.44 [MIN]
06:02:15> ACT CON 3:    6840 | ACT CON 5:  308845 | FULL SEQ: 1474318 / 1860480 | MIN DV:  23724.0 | REM: 284.22 [MIN]
06:02:25> ACT CON 3:    6840 | ACT CON 5:  308896 | FULL SEQ: 1474569 / 1860480 | MIN DV:  23724.0 | REM: 284.03 [MIN]
06:02:37> ACT CON 3:    6840 | ACT CON 5:  308950 | FULL SEQ: 1474867 / 1860480 | MIN DV:  23724.0 | REM: 283.80 [MIN]
06:02:47> ACT CON 3:    6840 | ACT CON 5:  309000 | FULL SEQ: 1475121 / 1860480 | MIN DV:  23724.0 | REM: 283.61 [MIN]
06:03:00> ACT CON 3:    6840 | ACT CON 5:  309061 | FULL SEQ: 1475468 / 1860480 | MIN DV:  23724.0 | REM: 283.34 [MIN]
